year,squad,no,pos,player,date_of_birth_age,caps,club,player_url,club_fa_url,club_fa,club_2,club_country,club_country_flag,goals,captain,player_original,nat_team,club_country_harm,nat_team_alpha3,club_alpha3
1987,Brazil,8,MF,Raí,(1965-05-15)15 May 1965 (aged 22),NA,Botafogo (SP),/wiki/Ra%C3%AD,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Botafogo (SP),Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Raí,Brazil,Brazil,BRA,BRA
1987,Brazil,9,FW,Careca,(1960-10-04)4 October 1960 (aged 26),NA,Napoli,/wiki/Careca,/wiki/Italian_Football_Federation,Italian Football Federation,Napoli,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Careca,Brazil,Italy,BRA,ITA
1987,Brazil,10,MF,Edú Marangón,(1963-02-02)2 February 1963 (aged 24),NA,Portuguesa,/wiki/Ed%C3%BA_Marang%C3%B3n,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Portuguesa,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Edú Marangón,Brazil,Brazil,BRA,BRA
1987,Brazil,11,MF,Valdo,(1964-01-12)12 January 1964 (aged 23),NA,Grêmio,/wiki/Valdo_Filho,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Grêmio,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Valdo,Brazil,Brazil,BRA,BRA
1987,Brazil,12,GK,Zé Carlos,(1962-02-07)7 February 1962 (aged 25),NA,Flamengo,/wiki/Jos%C3%A9_Carlos_da_Costa_Ara%C3%BAjo,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Flamengo,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Zé Carlos,Brazil,Brazil,BRA,BRA
1987,Brazil,13,DF,Jorginho,(1964-08-17)17 August 1964 (aged 22),NA,Flamengo,"/wiki/Jorginho_(footballer,_born_1964)",/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Flamengo,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Jorginho,Brazil,Brazil,BRA,BRA
1987,Brazil,14,DF,Ricardo Gomes,(1964-12-13)13 December 1964 (aged 22),NA,Fluminense,/wiki/Ricardo_Gomes,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Fluminense,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Ricardo Gomes,Brazil,Brazil,BRA,BRA
1987,Brazil,15,DF,Júlio César,(1963-03-08)8 March 1963 (aged 24),NA,Montpellier,/wiki/J%C3%BAlio_C%C3%A9sar_da_Silva,/wiki/French_Football_Federation,French Football Federation,Montpellier,France,//upload.wikimedia.org/wikipedia/en//c/c3/Flag_of_France.svg,NA,FALSE,Júlio César,Brazil,France,BRA,FRA
1987,Brazil,16,MF,Dunga,(1963-10-31)31 October 1963 (aged 23),NA,Vasco da Gama,/wiki/Dunga,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Vasco da Gama,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Dunga,Brazil,Brazil,BRA,BRA
1987,Brazil,17,FW,Edu Manga,(1967-02-02)2 February 1967 (aged 20),NA,Palmeiras,/wiki/Edu_Manga,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Palmeiras,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Edu Manga,Brazil,Brazil,BRA,BRA
1987,Brazil,18,MF,Silas,(1965-08-27)27 August 1965 (aged 21),NA,São Paulo,/wiki/Paulo_Silas,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,São Paulo,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Silas,Brazil,Brazil,BRA,BRA
1987,Brazil,19,FW,Romário,(1966-01-29)29 January 1966 (aged 21),NA,Vasco da Gama,/wiki/Rom%C3%A1rio,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Vasco da Gama,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Romário,Brazil,Brazil,BRA,BRA
1987,Brazil,20,FW,Mirandinha,(1959-07-02)2 July 1959 (aged 27),NA,Newcastle United,/wiki/Mirandinha,/wiki/The_Football_Association,The Football Association,Newcastle United,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,NA,FALSE,Mirandinha,Brazil,England,BRA,GB-ENG
1987,Brazil,21,FW,João Paulo,(1964-09-07)7 September 1964 (aged 22),NA,Guarani,/wiki/S%C3%A9rgio_Lu%C3%ADs_Donizetti,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Guarani,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,João Paulo,Brazil,Brazil,BRA,BRA
1987,Brazil,22,GK,Régis,(1965-04-23)23 April 1965 (aged 22),NA,America,/wiki/Reginaldo_Paes_Leme,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,America,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Régis,Brazil,Brazil,BRA,BRA
1987,Chile,1,GK,Roberto Rojas,(1957-08-08)8 August 1957 (aged 29),NA,Colo-Colo,/wiki/Roberto_Rojas,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Colo-Colo,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Roberto Rojas,Chile,Chile,CHL,CHL
1987,Chile,2,DF,Patricio Reyes [es],(1957-11-27)27 November 1957 (aged 29),NA,Universidad de Chile,/w/index.php?title=Patricio_Reyes&action=edit&redlink=1,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad de Chile,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Patricio Reyes [es],Chile,Chile,CHL,CHL
1987,Chile,3,DF,Ricardo Toro [it],(1961-12-16)16 December 1961 (aged 25),NA,Palestino,/w/index.php?title=Ricardo_Toro&action=edit&redlink=1,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Palestino,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Ricardo Toro [it],Chile,Chile,CHL,CHL
1987,Chile,4,DF,Luis Hormazábal,(1959-02-13)13 February 1959 (aged 28),NA,Colo-Colo,/wiki/Luis_Hormaz%C3%A1bal,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Colo-Colo,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Luis Hormazábal,Chile,Chile,CHL,CHL
1987,Chile,5,MF,Luis Rodríguez [it],(1961-03-16)16 March 1961 (aged 26),NA,Universidad de Chile,/w/index.php?title=Luis_Abd%C3%B3n_Rodr%C3%ADguez&action=edit&redlink=1,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad de Chile,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Luis Rodríguez [it],Chile,Chile,CHL,CHL
1987,Chile,6,MF,Jaime Pizarro,(1964-03-02)2 March 1964 (aged 23),NA,Colo-Colo,/wiki/Jaime_Pizarro,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Colo-Colo,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Jaime Pizarro,Chile,Chile,CHL,CHL
1987,Chile,7,FW,Ivo Basay,(1966-04-13)13 April 1966 (aged 21),NA,Everton,/wiki/Ivo_Basay,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Everton,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Ivo Basay,Chile,Chile,CHL,CHL
1987,Chile,8,MF,Eduardo Gómez,(1958-06-02)2 June 1958 (aged 29),NA,Cobreloa,/wiki/Eduardo_G%C3%B3mez_(footballer),/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobreloa,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Eduardo Gómez,Chile,Chile,CHL,CHL
1987,Chile,9,FW,Juan Carlos Letelier,(1959-02-20)20 February 1959 (aged 28),NA,Cobreloa,/wiki/Juan_Carlos_Letelier,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobreloa,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Juan Carlos Letelier,Chile,Chile,CHL,CHL
1987,Chile,10,FW,Jorge Contreras,(1960-07-03)3 July 1960 (aged 26),NA,Las Palmas,/wiki/Jorge_Contreras,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Las Palmas,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Jorge Contreras,Chile,Spain,CHL,ESP
1987,Chile,11,DF,Fernando Astengo,(1960-01-08)8 January 1960 (aged 27),NA,Grêmio,/wiki/Fernando_Astengo,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Grêmio,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Fernando Astengo,Chile,Brazil,CHL,BRA
1987,Chile,12,GK,Marco Cornez,(1957-10-15)15 October 1957 (aged 29),NA,Universidad Católica,/wiki/Marco_Cornez,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad Católica,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Marco Cornez,Chile,Chile,CHL,CHL
1987,Chile,13,MF,Jaime Vera,(1963-03-25)25 March 1963 (aged 24),NA,Colo-Colo,/wiki/Jaime_Vera,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Colo-Colo,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Jaime Vera,Chile,Chile,CHL,CHL
1987,Chile,14,MF,Ruben Espinoza,(1961-06-01)1 June 1961 (aged 26),NA,Universidad Católica,/wiki/Ruben_Espinoza,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad Católica,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Ruben Espinoza,Chile,Chile,CHL,CHL
1987,Chile,15,FW,Osvaldo Hurtado,(1957-11-02)2 November 1957 (aged 29),NA,Universidad Católica,/wiki/Osvaldo_Heriberto_Hurtado_Galeguillo,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad Católica,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Osvaldo Hurtado,Chile,Chile,CHL,CHL
1987,Chile,16,FW,Iván Zamorano,(1967-01-18)18 January 1967 (aged 20),NA,Cobresal,/wiki/Iv%C3%A1n_Zamorano,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobresal,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Iván Zamorano,Chile,Chile,CHL,CHL
1987,Chile,17,MF,Sergio Salgado,(1958-08-12)12 August 1958 (aged 28),NA,Cobresal,/wiki/Sergio_Salgado,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobresal,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Sergio Salgado,Chile,Chile,CHL,CHL
1987,Chile,18,MF,Patricio Mardones,(1962-07-17)17 July 1962 (aged 24),NA,Universidad Católica,/wiki/Patricio_Mardones,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad Católica,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Patricio Mardones,Chile,Chile,CHL,CHL
1987,Chile,19,DF,Alex Martínez,(1959-10-26)26 October 1959 (aged 27),NA,Universidad Católica,"/wiki/Alex_Mart%C3%ADnez_(footballer,_born_1959)",/wiki/Football_Federation_of_Chile,Football Federation of Chile,Universidad Católica,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Alex Martínez,Chile,Chile,CHL,CHL
1987,Chile,20,MF,Héctor Puebla,(1955-07-10)10 July 1955 (aged 31),NA,Cobreloa,/wiki/H%C3%A9ctor_Puebla,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobreloa,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Héctor Puebla,Chile,Chile,CHL,CHL
1987,Chile,21,FW,Hugo Rubio,(1960-07-05)5 July 1960 (aged 26),NA,Colo-Colo,/wiki/Hugo_Rubio,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Colo-Colo,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Hugo Rubio,Chile,Chile,CHL,CHL
1987,Chile,22,GK,Mario Osbén,(1950-07-14)14 July 1950 (aged 36),NA,Cobreloa,/wiki/Mario_Osb%C3%A9n,/wiki/Football_Federation_of_Chile,Football Federation of Chile,Cobreloa,Chile,//upload.wikimedia.org/wikipedia/commons//7/78/Flag_of_Chile.svg,NA,FALSE,Mario Osbén,Chile,Chile,CHL,CHL
1987,Venezuela,1,GK,César Baena,(1961-01-16)16 January 1961 (aged 26),NA,Caracas FC,/wiki/C%C3%A9sar_Baena_(footballer),/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Caracas FC,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,César Baena,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,2,DF,René Torres [it],(1960-10-13)13 October 1960 (aged 26),NA,Estudiantes de Mérida,/w/index.php?title=Ren%C3%A9_Torres&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Estudiantes de Mérida,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,René Torres [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,3,DF,Julio Quintero [it],(1964-10-31)31 October 1964 (aged 22),NA,Portuguesa,/w/index.php?title=Julio_Quintero&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Portuguesa,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Julio Quintero [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,4,DF,Pedro Acosta,(1959-11-28)28 November 1959 (aged 27),NA,Marítimo,/wiki/Pedro_Acosta,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Pedro Acosta,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,5,DF,Héctor Rivas [it],(1968-09-27)27 September 1968 (aged 18),NA,Marítimo,/w/index.php?title=H%C3%A9ctor_Rivas&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Héctor Rivas [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,6,MF,José Francisco Nieto,(1958-11-06)6 November 1958 (aged 28),NA,Unión Atlético Táchira,/w/index.php?title=Jos%C3%A9_Francisco_Nieto&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Unión Atlético Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,José Francisco Nieto,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,7,DF,Franco Rizzi [it],(1964-07-13)13 July 1964 (aged 22),NA,Marítimo,/w/index.php?title=Franco_Rizzi&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Franco Rizzi [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,8,FW,Nelson Carrero,(1953-02-08)8 February 1953 (aged 34),NA,Marítimo,/wiki/Nelson_Carrero,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Nelson Carrero,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,9,FW,Herbert Márquez [it],(1961-11-10)10 November 1961 (aged 25),NA,Marítimo,/w/index.php?title=Herbert_M%C3%A1rquez&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Herbert Márquez [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,10,MF,Carlos Maldonado,(1963-07-30)30 July 1963 (aged 23),NA,Unión Atlético Táchira,/wiki/Carlos_Maldonado_(footballer),/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Unión Atlético Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Carlos Maldonado,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,11,FW,Wilton Arreaza [it],(1966-08-12)12 August 1966 (aged 20),NA,Caracas FC,/w/index.php?title=Wilton_Arreaza&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Caracas FC,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Wilton Arreaza [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,12,GK,Daniel Nikolac [it],(1961-05-11)11 May 1961 (aged 26),NA,Marítimo,/w/index.php?title=Daniel_Nikolac&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Daniel Nikolac [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,13,MF,Ildemaro Fernández,(1961-12-27)27 December 1961 (aged 25),NA,Estudiantes de Mérida,/wiki/Ildemaro_Fern%C3%A1ndez,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Estudiantes de Mérida,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Ildemaro Fernández,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,14,FW,Iván Isea,(1964-02-12)12 February 1964 (aged 23),NA,Marítimo,/w/index.php?title=Iv%C3%A1n_Isea&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Marítimo,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Iván Isea,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,15,DF,Zdenko Morovic [it],(1966-08-31)31 August 1966 (aged 20),NA,Deportivo Italia,/w/index.php?title=Zdenko_Morovic&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Deportivo Italia,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Zdenko Morovic [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,16,DF,Pablo Mendoza [it],,NA,Deportivo Italia,/w/index.php?title=Pablo_Mendoza&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Deportivo Italia,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Pablo Mendoza [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,17,MF,Roberto Elie,(1959-05-11)11 May 1959 (aged 28),NA,Caracas FC,/wiki/Roberto_Elie,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Caracas FC,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Roberto Elie,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,18,MF,Asdrúbal Sánchez,(1958-04-01)1 April 1958 (aged 29),NA,Estudiantes de Mérida,/wiki/Asdr%C3%BAbal_S%C3%A1nchez,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Estudiantes de Mérida,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Asdrúbal Sánchez,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,19,FW,Ángel Castillo,(1957-04-18)18 April 1957 (aged 30),NA,Deportivo Italia,/w/index.php?title=%C3%81ngel_Castillo&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Deportivo Italia,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Ángel Castillo,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,20,MF,William Méndez [it],(1958-12-10)10 December 1958 (aged 28),NA,Unión Atlético Táchira,/w/index.php?title=William_M%C3%A9ndez&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Unión Atlético Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,William Méndez [it],Venezuela,Venezuela,VEN,VEN
1987,Venezuela,21,DF,Gerardo Ferrebús,(1956-06-21)21 June 1956 (aged 31),NA,Caracas FC,/w/index.php?title=Gerardo_Ferreb%C3%BAs&action=edit&redlink=1,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Caracas FC,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Gerardo Ferrebús,Venezuela,Venezuela,VEN,VEN
1987,Venezuela,22,FW,Rodolfo Carvajal,(1952-02-08)8 February 1952 (aged 35),NA,Estudiantes de Mérida,/wiki/Rodolfo_Carvajal,/wiki/Venezuelan_Football_Federation,Venezuelan Football Federation,Estudiantes de Mérida,Venezuela,//upload.wikimedia.org/wikipedia/commons//7/7b/Flag_of_Venezuela_%28state%29.svg,NA,FALSE,Rodolfo Carvajal,Venezuela,Venezuela,VEN,VEN
1987,Bolivia,1,GK,Luis Galarza [it],(1950-12-26)26 December 1950 (aged 36),NA,The Strongest,/w/index.php?title=Luis_Galarza&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Luis Galarza [it],Bolivia,Bolivia,BOL,BOL
1987,Bolivia,2,DF,Rómer Roca [it],(1966-07-01)1 July 1966 (aged 20),NA,Oriente Petrolero,/w/index.php?title=R%C3%B3mer_Roca&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Rómer Roca [it],Bolivia,Bolivia,BOL,BOL
1987,Bolivia,3,DF,Miguel Ángel Noro [it],(1961-08-22)22 August 1961 (aged 25),NA,Blooming,/w/index.php?title=Miguel_%C3%81ngel_Noro&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Miguel Ángel Noro [it],Bolivia,Bolivia,BOL,BOL
1987,Bolivia,4,DF,Félix Vera [it],(1961-05-18)18 May 1961 (aged 26),NA,Jorge Wilstermann,/w/index.php?title=F%C3%A9lix_Vera&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Jorge Wilstermann,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Félix Vera [it],Bolivia,Bolivia,BOL,BOL
1987,Bolivia,5,DF,Rolando Coimbra [it],(1960-02-25)25 February 1960 (aged 27),NA,Blooming,/w/index.php?title=Rolando_Coimbra&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Blooming,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Rolando Coimbra [it],Bolivia,Bolivia,BOL,BOL
1987,Bolivia,6,DF,Eduardo Villegas,(1964-03-29)29 March 1964 (aged 23),NA,The Strongest,/wiki/Eduardo_Villegas,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,The Strongest,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Eduardo Villegas,Bolivia,Bolivia,BOL,BOL
1987,Bolivia,7,MF,Marciano Saldías,(1966-04-26)26 April 1966 (aged 21),NA,Oriente Petrolero,/wiki/Marciano_Sald%C3%ADas,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Marciano Saldías,Bolivia,Bolivia,BOL,BOL
